56994510	31/01/2016 23:45:00	0,00	0	249,00	0	1306,98	0
56994510	31/01/2016 23:30:00	0,00	0	250,00	0	1313,37	0
56994510	31/01/2016 23:15:00	0,00	0	250,00	0	1313,37	0
56994510	31/01/2016 23:00:00	0,00	0	249,00	0	1306,98	0
56994510	31/01/2016 22:45:00	0,00	0	250,00	0	1313,37	0
56994510	31/01/2016 22:30:00	0,00	0	249,00	0	1306,98	0
56994510	31/01/2016 22:15:00	0,00	0	250,00	0	1313,37	0
56994510	31/01/2016 22:00:00	0,00	0	250,00	0	1313,37	0
56994510	31/01/2016 21:45:00	0,00	0	250,00	0	1313,37	0
56994510	31/01/2016 21:30:00	0,00	0	250,00	0	1313,37	0
56994510	31/01/2016 21:15:00	0,00	0	250,00	0	1313,37	0
56994510	31/01/2016 21:00:00	0,00	0	250,00	0	1313,37	0
56994510	31/01/2016 20:45:00	0,00	0	250,00	0	1313,37	0
56994510	31/01/2016 20:30:00	0,00	0	250,00	0	1313,37	0
56994510	31/01/2016 20:15:00	0,00	0	250,00	0	1313,37	0
56994510	31/01/2016 20:00:00	0,00	0	250,00	0	1313,37	0
56994510	31/01/2016 19:45:00	0,00	0	250,00	0	1313,37	0
56994510	31/01/2016 19:30:00	0,00	0	250,00	0	1313,37	0
56994510	31/01/2016 19:15:00	0,00	0	250,00	0	1313,37	0
56994510	31/01/2016 19:00:00	0,00	0	251,00	0	1319,77	0
56994510	31/01/2016 18:45:00	0,00	0	251,00	0	1319,77	0
56994510	31/01/2016 18:30:00	0,00	0	251,00	0	1319,77	0
56994510	31/01/2016 18:15:00	0,00	0	251,00	0	1319,77	0
56994510	31/01/2016 18:00:00	0,00	0	251,00	0	1319,77	0
56994510	31/01/2016 17:45:00	0,00	0	251,00	0	1319,77	0
56994510	31/01/2016 17:30:00	0,00	0	251,00	0	1319,77	0
56994510	31/01/2016 17:15:00	0,00	0	251,00	0	1319,77	0
56994510	31/01/2016 17:00:00	0,00	0	251,00	0	1319,77	0
56994510	31/01/2016 16:45:00	0,00	0	252,00	0	1326,19	0
56994510	31/01/2016 16:30:00	0,00	0	252,00	0	1326,19	0
56994510	31/01/2016 16:15:00	0,00	0	252,00	0	1326,19	0
56994510	31/01/2016 16:00:00	0,00	0	252,00	0	1326,19	0
56994510	31/01/2016 15:45:00	0,00	0	252,00	0	1326,19	0
56994510	31/01/2016 15:30:00	0,00	0	253,00	0	1332,62	0
56994510	31/01/2016 15:15:00	0,00	0	252,00	0	1326,19	0
56994510	31/01/2016 15:00:00	0,00	0	252,00	0	1326,19	0
56994510	31/01/2016 14:45:00	0,00	0	252,00	0	1326,19	0
56994510	31/01/2016 14:30:00	0,00	0	253,00	0	1332,62	0
56994510	31/01/2016 14:15:00	0,00	0	252,00	0	1326,19	0
56994510	31/01/2016 14:00:00	0,00	0	253,00	0	1332,62	0
56994510	31/01/2016 13:45:00	0,00	0	253,00	0	1332,62	0
56994510	31/01/2016 13:30:00	0,00	0	253,00	0	1332,62	0
56994510	31/01/2016 13:15:00	0,00	0	253,00	0	1332,62	0
56994510	31/01/2016 13:00:00	0,00	0	253,00	0	1332,62	0
56994510	31/01/2016 12:45:00	0,00	0	253,00	0	1332,62	0
56994510	31/01/2016 12:30:00	0,00	0	253,00	0	1332,62	0
56994510	31/01/2016 12:15:00	0,00	0	253,00	0	1332,62	0
